items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs
GC_00003217	24	24	1
GC_00003218	24	24	1
GC_00003219	24	24	1
GC_00003220	24	24	1
GC_00003221	24	24	1
GC_00003222	24	24	1
GC_00003223	24	24	1
GC_00003224	24	24	1
GC_00003225	24	24	1
GC_00003226	24	24	1
GC_00003227	24	24	1
GC_00003228	24	24	1
GC_00003229	24	24	1
GC_00003230	24	24	1
GC_00003231	24	24	1
GC_00003232	24	24	1
GC_00003233	24	24	1
GC_00003234	24	24	1
GC_00003235	24	24	1
GC_00003236	24	24	1
GC_00003237	24	24	1
GC_00003238	24	24	1
GC_00003239	24	24	1
GC_00003240	24	24	1
GC_00003241	24	24	1
GC_00003242	24	24	1
GC_00003243	24	24	1
GC_00003244	24	24	1
GC_00003245	24	24	1
GC_00003246	24	24	1
GC_00003247	24	24	1
GC_00003248	24	24	1
GC_00003249	24	24	1
GC_00003250	24	24	1
GC_00003251	24	24	1
GC_00003252	24	24	1
GC_00003253	24	24	1
GC_00003254	24	24	1
GC_00003255	24	24	1
GC_00003256	24	24	1
GC_00003257	24	24	1
GC_00003258	24	24	1
GC_00003259	24	24	1
GC_00003260	24	24	1
GC_00003261	24	24	1
GC_00003262	23	24	2
GC_00003263	24	24	1
GC_00003264	24	24	1
GC_00003265	24	24	1
GC_00003266	24	24	1
GC_00003267	24	24	1
GC_00003268	24	24	1
GC_00003269	24	24	1
GC_00003270	24	24	1
GC_00003271	24	24	1
GC_00003272	24	24	1
GC_00003273	24	24	1
GC_00003274	24	24	1
GC_00003275	24	24	1
GC_00003276	24	24	1
GC_00003277	24	24	1
GC_00003278	24	24	1
GC_00003279	24	24	1
GC_00003280	24	24	1
GC_00003281	23	23	1
GC_00003282	23	23	1
GC_00003283	23	23	1
GC_00003284	23	23	1
GC_00003285	23	23	1
GC_00003286	23	23	1
GC_00003287	23	23	1
GC_00003288	23	23	1
GC_00003289	23	23	1
GC_00003290	23	23	1
GC_00003291	23	23	1
GC_00003292	23	23	1
GC_00003293	23	23	1
GC_00003294	23	23	1
GC_00003295	23	23	1
GC_00003296	23	23	1
GC_00003297	23	23	1
GC_00003298	23	23	1
GC_00003299	23	23	1
GC_00003300	23	23	1
GC_00003301	23	23	1
GC_00003302	23	23	1
GC_00003303	23	23	1
GC_00003304	23	23	1
GC_00003305	23	23	1
GC_00003306	23	23	1
GC_00003307	23	23	1
GC_00003308	23	23	1
GC_00003309	23	23	1
GC_00003310	23	23	1
GC_00003311	23	23	1
GC_00003312	23	23	1
GC_00003313	23	23	1
GC_00003314	23	23	1
GC_00003315	23	23	1
GC_00003316	23	23	1
GC_00003317	23	23	1
GC_00003318	23	23	1
GC_00003319	23	23	1
GC_00003320	23	23	1
GC_00003321	22	23	2
GC_00003322	23	23	1
GC_00003323	23	23	1
GC_00003324	23	23	1
GC_00003325	21	23	2
GC_00003326	16	23	3
GC_00003327	23	23	1
GC_00003328	23	23	1
GC_00003329	23	23	1
GC_00003330	22	23	2
GC_00003331	23	23	1
GC_00003332	23	23	1
GC_00003333	23	23	1
GC_00003334	23	23	1
GC_00003335	23	23	1
GC_00003336	23	23	1
GC_00003337	20	23	2
GC_00003338	23	23	1
GC_00003339	23	23	1
GC_00003340	23	23	1
GC_00003341	23	23	1
GC_00003342	23	23	1
GC_00003343	23	23	1
GC_00003344	23	23	1
GC_00003345	23	23	1
GC_00003346	23	23	1
GC_00003347	23	23	1
GC_00003348	22	23	2
GC_00003349	23	23	1
GC_00003350	22	23	2
GC_00003351	23	23	1
GC_00003352	23	23	1
GC_00003353	23	23	1
GC_00003354	22	23	2
GC_00003355	23	23	1
GC_00003356	23	23	1
GC_00003357	23	23	1
GC_00003358	2	22	21
GC_00003359	22	22	1
GC_00003360	22	22	1
GC_00003361	22	22	1
GC_00003362	22	22	1
GC_00003363	22	22	1
GC_00003364	22	22	1
GC_00003365	22	22	1
GC_00003366	22	22	1
GC_00003367	22	22	1
GC_00003368	22	22	1
GC_00003369	22	22	1
GC_00003370	22	22	1
GC_00003371	22	22	1
GC_00003372	15	22	3
GC_00003373	22	22	1
GC_00003374	19	22	2
GC_00003375	22	22	1
GC_00003376	22	22	1
GC_00003377	20	22	2
GC_00003378	22	22	1
GC_00003379	21	22	2
GC_00003380	22	22	1
GC_00003381	22	22	1
GC_00003382	14	22	3
GC_00003383	17	22	2
GC_00003384	22	22	1
GC_00003385	22	22	1
GC_00003386	21	22	2
GC_00003387	22	22	1
GC_00003388	22	22	1
GC_00003389	22	22	1
GC_00003390	22	22	1
GC_00003391	22	22	1
GC_00003392	22	22	1
GC_00003393	22	22	1
GC_00003394	22	22	1
GC_00003395	22	22	1
GC_00003396	22	22	1
GC_00003397	21	22	2
GC_00003398	22	22	1
GC_00003399	22	22	1
GC_00003400	22	22	1
GC_00003401	22	22	1
GC_00003402	22	22	1
GC_00003403	21	22	2
GC_00003404	22	22	1
GC_00003405	22	22	1
GC_00003406	22	22	1
GC_00003407	16	22	3
GC_00003408	22	22	1
GC_00003409	22	22	1
GC_00003410	22	22	1
GC_00003411	22	22	1
GC_00003412	22	22	1
GC_00003413	22	22	1
GC_00003414	22	22	1
GC_00003415	22	22	1
GC_00003416	22	22	1
GC_00003417	22	22	1
GC_00003418	22	22	1
GC_00003419	22	22	1
GC_00003420	22	22	1
GC_00003421	21	22	2
GC_00003422	21	21	1
GC_00003423	21	21	1
GC_00003424	21	21	1
GC_00003425	21	21	1
GC_00003426	21	21	1
GC_00003427	21	21	1
GC_00003428	20	21	2
GC_00003429	19	21	2
GC_00003430	21	21	1
GC_00003431	20	21	2
GC_00003432	21	21	1
GC_00003433	20	21	2
GC_00003434	21	21	1
GC_00003435	21	21	1
GC_00003436	20	21	2
GC_00003437	21	21	1
GC_00003438	21	21	1
GC_00003439	20	21	2
GC_00003440	21	21	1
GC_00003441	21	21	1
GC_00003442	21	21	1
GC_00003443	21	21	1
GC_00003444	20	21	2
GC_00003445	20	21	2
GC_00003446	21	21	1
GC_00003447	21	21	1
GC_00003448	13	21	3
GC_00003449	21	21	1
GC_00003450	21	21	1
GC_00003451	19	21	2
GC_00003452	21	21	1
GC_00003453	7	21	4
GC_00003454	13	21	3
GC_00003455	21	21	1
GC_00003456	21	21	1
GC_00003457	21	21	1
GC_00003458	10	21	5
GC_00003459	13	21	2
GC_00003460	21	21	1
GC_00003461	21	21	1
GC_00003462	21	21	1
GC_00003463	21	21	1
GC_00003464	20	21	2
GC_00003465	21	21	1
GC_00003466	21	21	1
GC_00003467	21	21	1
GC_00003468	19	21	2
GC_00003469	21	21	1
GC_00003470	21	21	1
GC_00003471	21	21	1
GC_00003472	16	21	3
GC_00003473	15	21	2
GC_00003474	20	20	1
GC_00003475	20	20	1
GC_00003476	20	20	1
GC_00003477	20	20	1
GC_00003478	20	20	1
GC_00003479	20	20	1
GC_00003480	20	20	1
GC_00003481	19	20	2
GC_00003482	20	20	1
GC_00003483	20	20	1
GC_00003484	20	20	1
GC_00003485	18	20	2
GC_00003486	20	20	1
GC_00003487	20	20	1
GC_00003488	20	20	1
GC_00003489	20	20	1
GC_00003490	20	20	1
GC_00003491	18	20	2
GC_00003492	20	20	1
GC_00003493	20	20	1
GC_00003494	20	20	1
GC_00003495	20	20	1
GC_00003496	20	20	1
GC_00003497	20	20	1
GC_00003498	20	20	1
GC_00003499	20	20	1
GC_00003500	20	20	1
GC_00003501	11	20	2
GC_00003502	20	20	1
GC_00003503	20	20	1
GC_00003504	20	20	1
GC_00003505	11	20	2
GC_00003506	20	20	1
GC_00003507	20	20	1
GC_00003508	20	20	1
GC_00003509	20	20	1
GC_00003510	20	20	1
GC_00003511	20	20	1
GC_00003512	20	20	1
GC_00003513	19	20	2
GC_00003514	20	20	1
GC_00003515	19	19	1
GC_00003516	19	19	1
GC_00003517	19	19	1
GC_00003518	15	19	4
GC_00003519	19	19	1
GC_00003520	12	19	3
GC_00003521	17	19	3
GC_00003522	19	19	1
GC_00003523	19	19	1
GC_00003524	19	19	1
GC_00003525	18	19	2
GC_00003526	19	19	1
GC_00003527	19	19	1
GC_00003528	19	19	1
GC_00003529	19	19	1
GC_00003530	19	19	1
GC_00003531	19	19	1
GC_00003532	19	19	1
GC_00003533	19	19	1
GC_00003534	19	19	1
GC_00003535	19	19	1
GC_00003536	16	19	2
GC_00003537	18	19	2
GC_00003538	18	18	1
GC_00003539	18	18	1
GC_00003540	18	18	1
GC_00003541	16	18	2
GC_00003542	18	18	1
GC_00003543	17	18	2
GC_00003544	15	18	3
GC_00003545	17	18	2
GC_00003546	15	18	4
GC_00003547	8	18	8
GC_00003548	17	18	2
GC_00003549	1	18	18
GC_00003550	14	18	2
GC_00003551	13	18	2
GC_00003552	18	18	1
GC_00003553	18	18	1
GC_00003554	18	18	1
GC_00003555	18	18	1
GC_00003556	17	18	2
GC_00003557	17	18	2
GC_00003558	14	18	3
GC_00003559	15	18	4
GC_00003560	18	18	1
GC_00003561	18	18	1
GC_00003562	18	18	1
GC_00003563	18	18	1
GC_00003564	17	18	2
GC_00003565	18	18	1
GC_00003566	18	18	1
GC_00003567	17	18	2
GC_00003568	17	17	1
GC_00003569	17	17	1
GC_00003570	17	17	1
GC_00003571	17	17	1
GC_00003572	17	17	1
GC_00003573	17	17	1
GC_00003574	17	17	1
GC_00003575	17	17	1
GC_00003576	17	17	1
GC_00003577	17	17	1
GC_00003578	17	17	1
GC_00003579	17	17	1
GC_00003580	17	17	1
GC_00003581	17	17	1
GC_00003582	17	17	1
GC_00003583	15	17	3
GC_00003584	17	17	1
GC_00003585	16	17	2
GC_00003586	17	17	1
GC_00003587	17	17	1
GC_00003588	17	17	1
GC_00003589	17	17	1
GC_00003590	17	17	1
GC_00003591	17	17	1
GC_00003592	15	17	3
GC_00003593	17	17	1
GC_00003594	17	17	1
GC_00003595	17	17	1
GC_00003596	17	17	1
GC_00003597	17	17	1
GC_00003598	17	17	1
GC_00003599	17	17	1
GC_00003600	17	17	1
GC_00003601	17	17	1
GC_00003602	17	17	1
GC_00003603	17	17	1
GC_00003604	17	17	1
GC_00003605	17	17	1
GC_00003606	15	17	3
GC_00003607	17	17	1
GC_00003608	17	17	1
GC_00003609	17	17	1
GC_00003610	16	17	2
GC_00003611	17	17	1
GC_00003612	17	17	1
GC_00003613	16	17	2
GC_00003614	16	17	2
GC_00003615	17	17	1
GC_00003616	17	17	1
GC_00003617	17	17	1
GC_00003618	17	17	1
GC_00003619	17	17	1
GC_00003620	15	17	2
GC_00003621	17	17	1
GC_00003622	17	17	1
GC_00003623	16	17	2
GC_00003624	17	17	1
GC_00003625	13	17	3
GC_00003626	17	17	1
GC_00003627	16	17	2
GC_00003628	17	17	1
GC_00003629	13	17	3
GC_00003630	17	17	1
GC_00003631	15	16	2
GC_00003632	15	16	2
GC_00003633	15	16	2
GC_00003634	15	16	2
GC_00003635	15	16	2
GC_00003636	8	16	2
GC_00003637	15	16	2
GC_00003638	15	16	2
GC_00003639	15	16	2
GC_00003640	15	16	2
GC_00003641	15	16	2
GC_00003642	15	16	2
GC_00003643	15	16	2
GC_00003644	15	16	2
GC_00003645	16	16	1
GC_00003646	15	16	2
GC_00003647	15	16	2
GC_00003648	15	16	2
GC_00003649	15	16	2
GC_00003650	15	16	2
GC_00003651	15	16	2
GC_00003652	15	16	2
GC_00003653	15	16	2
GC_00003654	13	16	2
GC_00003655	16	16	1
GC_00003656	15	16	2
GC_00003657	15	16	2
GC_00003658	9	16	4
GC_00003659	16	16	1
GC_00003660	10	16	4
GC_00003661	15	16	2
GC_00003662	16	16	1
GC_00003663	16	16	1
GC_00003664	16	16	1
GC_00003665	16	16	1
GC_00003666	16	16	1
GC_00003667	15	16	2
GC_00003668	16	16	1
GC_00003669	16	16	1
GC_00003670	15	16	2
GC_00003671	16	16	1
GC_00003672	11	16	3
GC_00003673	14	15	2
GC_00003674	15	15	1
GC_00003675	15	15	1
GC_00003676	15	15	1
GC_00003677	15	15	1
GC_00003678	15	15	1
GC_00003679	13	15	3
GC_00003680	13	15	3
GC_00003681	15	15	1
GC_00003682	15	15	1
GC_00003683	15	15	1
GC_00003684	15	15	1
GC_00003685	15	15	1
GC_00003686	14	15	2
GC_00003687	15	15	1
GC_00003688	14	15	2
GC_00003689	15	15	1
GC_00003690	11	15	2
GC_00003691	11	15	2
GC_00003692	15	15	1
GC_00003693	10	15	2
GC_00003694	15	15	1
GC_00003695	15	15	1
GC_00003696	11	15	3
GC_00003697	15	15	1
GC_00003698	11	15	2
GC_00003699	11	15	2
GC_00003700	13	15	2
GC_00003701	14	15	2
GC_00003702	15	15	1
GC_00003703	14	15	2
GC_00003704	15	15	1
GC_00003705	2	14	12
GC_00003706	14	14	1
GC_00003707	14	14	1
GC_00003708	13	14	2
GC_00003709	4	14	7
GC_00003710	13	14	2
GC_00003711	14	14	1
GC_00003712	14	14	1
GC_00003713	13	14	2
GC_00003714	14	14	1
GC_00003715	9	14	2
GC_00003716	12	14	2
GC_00003717	7	14	3
GC_00003718	14	14	1
GC_00003719	14	14	1
GC_00003720	14	14	1
GC_00003721	11	14	2
GC_00003722	1	14	14
GC_00003723	14	14	1
GC_00003724	14	14	1
GC_00003725	14	14	1
GC_00003726	14	14	1
GC_00003727	14	14	1
GC_00003728	14	14	1
GC_00003729	14	14	1
GC_00003730	13	13	1
GC_00003731	13	13	1
GC_00003732	13	13	1
GC_00003733	13	13	1
GC_00003734	11	13	3
GC_00003735	11	13	2
GC_00003736	12	13	2
GC_00003737	12	13	2
GC_00003738	13	13	1
GC_00003739	13	13	1
GC_00003740	13	13	1
GC_00003741	13	13	1
GC_00003742	11	13	2
GC_00003743	13	13	1
GC_00003744	12	13	2
GC_00003745	13	13	1
GC_00003746	13	13	1
GC_00003747	7	13	3
GC_00003748	11	13	2
GC_00003749	12	13	2
GC_00003750	12	13	2
GC_00003751	11	13	2
GC_00003752	13	13	1
GC_00003753	12	13	2
GC_00003754	13	13	1
GC_00003755	12	13	2
GC_00003756	13	13	1
GC_00003757	12	13	2
GC_00003758	12	13	2
GC_00003759	13	13	1
GC_00003760	13	13	1
GC_00003761	13	13	1
GC_00003762	13	13	1
GC_00003763	12	12	1
GC_00003764	4	12	9
GC_00003765	12	12	1
GC_00003766	12	12	1
GC_00003767	12	12	1
GC_00003768	12	12	1
GC_00003769	12	12	1
GC_00003770	12	12	1
GC_00003771	12	12	1
GC_00003772	12	12	1
GC_00003773	12	12	1
GC_00003774	12	12	1
GC_00003775	12	12	1
GC_00003776	10	12	2
GC_00003777	10	12	2
GC_00003778	12	12	1
GC_00003779	10	12	2
GC_00003780	12	12	1
GC_00003781	12	12	1
GC_00003782	12	12	1
GC_00003783	12	12	1
GC_00003784	12	12	1
GC_00003785	12	12	1
GC_00003786	11	12	2
GC_00003787	12	12	1
GC_00003788	12	12	1
GC_00003789	12	12	1
GC_00003790	7	12	4
GC_00003791	10	12	2
GC_00003792	12	12	1
GC_00003793	6	12	3
GC_00003794	8	12	5
GC_00003795	12	12	1
GC_00003796	12	12	1
GC_00003797	12	12	1
GC_00003798	10	12	2
GC_00003799	11	12	2
GC_00003800	12	12	1
GC_00003801	12	12	1
GC_00003802	12	12	1
GC_00003803	10	12	2
GC_00003804	12	12	1
GC_00003805	12	12	1
GC_00003806	10	12	2
GC_00003807	12	12	1
GC_00003808	12	12	1
GC_00003809	12	12	1
GC_00003810	12	12	1
GC_00003811	12	12	1
GC_00003812	12	12	1
GC_00003813	12	12	1
GC_00003814	10	12	2
GC_00003815	12	12	1
GC_00003816	10	12	2
GC_00003817	12	12	1
GC_00003818	12	12	1
GC_00003819	12	12	1
GC_00003820	10	12	2
GC_00003821	12	12	1
GC_00003822	12	12	1
GC_00003823	12	12	1
GC_00003824	11	11	1
GC_00003825	10	11	2
GC_00003826	10	11	2
GC_00003827	10	11	2
GC_00003828	10	11	2
GC_00003829	11	11	1
GC_00003830	11	11	1
GC_00003831	11	11	1
GC_00003832	11	11	1
GC_00003833	11	11	1
GC_00003834	11	11	1
GC_00003835	11	11	1
GC_00003836	10	11	2
GC_00003837	11	11	1
GC_00003838	10	11	2
GC_00003839	11	11	1
GC_00003840	11	11	1
GC_00003841	10	11	2
GC_00003842	10	11	2
GC_00003843	11	11	1
GC_00003844	11	11	1
GC_00003845	10	11	2
GC_00003846	11	11	1
GC_00003847	9	11	2
GC_00003848	10	11	2
GC_00003849	6	11	3
GC_00003850	9	11	2
GC_00003851	10	11	2
GC_00003852	10	11	2
GC_00003853	10	11	2
GC_00003854	10	11	2
GC_00003855	10	11	2
GC_00003856	10	11	2
GC_00003857	11	11	1
GC_00003858	10	11	2
GC_00003859	10	11	2
GC_00003860	10	11	2
GC_00003861	10	11	2
GC_00003862	10	11	2
GC_00003863	10	11	2
GC_00003864	11	11	1
GC_00003865	11	11	1
GC_00003866	10	11	2
GC_00003867	11	11	1
GC_00003868	10	11	2
GC_00003869	11	11	1
GC_00003870	11	11	1
GC_00003871	8	11	2
GC_00003872	10	11	2
GC_00003873	11	11	1
GC_00003874	10	11	2
GC_00003875	10	11	2
GC_00003876	10	11	2
GC_00003877	6	11	2
GC_00003878	11	11	1
GC_00003879	11	11	1
GC_00003880	10	11	2
GC_00003881	11	11	1
GC_00003882	9	11	2
GC_00003883	11	11	1
GC_00003884	10	11	2
GC_00003885	10	11	2
GC_00003886	11	11	1
GC_00003887	10	11	2
GC_00003888	11	11	1
GC_00003889	11	11	1
GC_00003890	2	10	9
GC_00003891	10	10	1
GC_00003892	10	10	1
GC_00003893	10	10	1
GC_00003894	10	10	1
GC_00003895	10	10	1
GC_00003896	10	10	1
GC_00003897	10	10	1
GC_00003898	9	10	2
GC_00003899	10	10	1
GC_00003900	8	10	2
GC_00003901	5	10	2
GC_00003902	10	10	1
GC_00003903	10	10	1
GC_00003904	10	10	1
GC_00003905	10	10	1
GC_00003906	10	10	1
GC_00003907	8	10	2
GC_00003908	9	10	2
GC_00003909	10	10	1
GC_00003910	10	10	1
GC_00003911	10	10	1
GC_00003912	10	10	1
GC_00003913	10	10	1
GC_00003914	10	10	1
GC_00003915	10	10	1
GC_00003916	10	10	1
GC_00003917	10	10	1
GC_00003918	10	10	1
GC_00003919	9	10	2
GC_00003920	7	10	2
GC_00003921	10	10	1
GC_00003922	10	10	1
GC_00003923	10	10	1
GC_00003924	10	10	1
GC_00003925	10	10	1
GC_00003926	10	10	1
GC_00003927	9	10	2
GC_00003928	9	10	2
GC_00003929	8	10	2
GC_00003930	7	10	3
GC_00003931	10	10	1
GC_00003932	10	10	1
GC_00003933	7	10	3
GC_00003934	8	10	2
GC_00003935	10	10	1
GC_00003936	10	10	1
GC_00003937	10	10	1
GC_00003938	6	10	3
GC_00003939	6	10	3
GC_00003940	7	10	2
GC_00003941	7	10	2
GC_00003942	9	9	1
GC_00003943	9	9	1
GC_00003944	9	9	1
GC_00003945	9	9	1
GC_00003946	9	9	1
GC_00003947	9	9	1
GC_00003948	9	9	1
GC_00003949	9	9	1
GC_00003950	9	9	1
GC_00003951	9	9	1
GC_00003952	8	9	2
GC_00003953	9	9	1
GC_00003954	9	9	1
GC_00003955	9	9	1
GC_00003956	9	9	1
GC_00003957	3	9	7
GC_00003958	9	9	1
GC_00003959	3	9	6
GC_00003960	9	9	1
GC_00003961	9	9	1
GC_00003962	9	9	1
GC_00003963	9	9	1
GC_00003964	8	9	2
GC_00003965	9	9	1
GC_00003966	9	9	1
GC_00003967	9	9	1
GC_00003968	9	9	1
GC_00003969	9	9	1
GC_00003970	9	9	1
GC_00003971	9	9	1
GC_00003972	9	9	1
GC_00003973	9	9	1
GC_00003974	8	9	2
GC_00003975	8	9	2
GC_00003976	8	9	2
GC_00003977	6	9	2
GC_00003978	9	9	1
GC_00003979	9	9	1
GC_00003980	8	9	2
GC_00003981	9	9	1
GC_00003982	9	9	1
GC_00003983	7	9	3
GC_00003984	9	9	1
GC_00003985	9	9	1
GC_00003986	8	9	2
GC_00003987	4	9	3
GC_00003988	5	9	2
GC_00003989	8	8	1
GC_00003990	8	8	1
GC_00003991	8	8	1
GC_00003992	8	8	1
GC_00003993	8	8	1
GC_00003994	8	8	1
GC_00003995	8	8	1
GC_00003996	8	8	1
GC_00003997	8	8	1
GC_00003998	8	8	1
GC_00003999	8	8	1
GC_00004000	8	8	1
GC_00004001	8	8	1
GC_00004002	8	8	1
GC_00004003	8	8	1
GC_00004004	8	8	1
GC_00004005	8	8	1
GC_00004006	8	8	1
GC_00004007	8	8	1
GC_00004008	8	8	1
GC_00004009	8	8	1
GC_00004010	8	8	1
GC_00004011	8	8	1
GC_00004012	4	8	2
GC_00004013	8	8	1
GC_00004014	8	8	1
GC_00004015	8	8	1
GC_00004016	8	8	1
GC_00004017	6	8	2
GC_00004018	7	8	2
GC_00004019	8	8	1
GC_00004020	7	8	2
GC_00004021	8	8	1
GC_00004022	8	8	1
GC_00004023	8	8	1
GC_00004024	8	8	1
GC_00004025	8	8	1
GC_00004026	7	8	2
GC_00004027	8	8	1
GC_00004028	8	8	1
GC_00004029	8	8	1
GC_00004030	6	8	2
GC_00004031	8	8	1
GC_00004032	8	8	1
GC_00004033	8	8	1
GC_00004034	7	8	2
GC_00004035	8	8	1
GC_00004036	8	8	1
GC_00004037	7	8	2
GC_00004038	8	8	1
GC_00004039	6	8	2
GC_00004040	8	8	1
GC_00004041	8	8	1
GC_00004042	8	8	1
GC_00004043	6	8	2
GC_00004044	8	8	1
GC_00004045	6	8	2
GC_00004046	4	8	4
GC_00004047	8	8	1
GC_00004048	8	8	1
GC_00004049	8	8	1
GC_00004050	8	8	1
GC_00004051	8	8	1
GC_00004052	7	8	2
GC_00004053	5	8	2
GC_00004054	8	8	1
GC_00004055	7	8	2
GC_00004056	8	8	1
GC_00004057	8	8	1
GC_00004058	8	8	1
GC_00004059	8	8	1
GC_00004060	8	8	1
GC_00004061	7	8	2
GC_00004062	1	8	8
GC_00004063	8	8	1
GC_00004064	8	8	1
GC_00004065	8	8	1
GC_00004066	8	8	1
GC_00004067	8	8	1
GC_00004068	7	8	2
GC_00004069	7	8	2
GC_00004070	6	8	2
GC_00004071	8	8	1
GC_00004072	7	8	2
GC_00004073	7	8	2
GC_00004074	5	8	3
GC_00004075	4	8	3
GC_00004076	7	7	1
GC_00004077	7	7	1
GC_00004078	7	7	1
GC_00004079	7	7	1
GC_00004080	7	7	1
GC_00004081	7	7	1
GC_00004082	7	7	1
GC_00004083	7	7	1
GC_00004084	7	7	1
GC_00004085	7	7	1
GC_00004086	1	7	7
GC_00004087	6	7	2
GC_00004088	7	7	1
GC_00004089	7	7	1
GC_00004090	1	7	7
GC_00004091	7	7	1
GC_00004092	7	7	1
GC_00004093	7	7	1
GC_00004094	7	7	1
GC_00004095	7	7	1
GC_00004096	7	7	1
GC_00004097	7	7	1
GC_00004098	7	7	1
GC_00004099	3	7	3
GC_00004100	7	7	1
GC_00004101	7	7	1
GC_00004102	7	7	1
GC_00004103	7	7	1
GC_00004104	7	7	1
GC_00004105	7	7	1
GC_00004106	5	7	2
GC_00004107	6	7	2
GC_00004108	7	7	1
GC_00004109	7	7	1
GC_00004110	7	7	1
GC_00004111	6	7	2
GC_00004112	7	7	1
GC_00004113	7	7	1
GC_00004114	7	7	1
GC_00004115	7	7	1
GC_00004116	7	7	1
GC_00004117	7	7	1
GC_00004118	7	7	1
GC_00004119	7	7	1
GC_00004120	7	7	1
GC_00004121	7	7	1
GC_00004122	7	7	1
GC_00004123	7	7	1
GC_00004124	6	7	2
GC_00004125	6	7	2
GC_00004126	7	7	1
GC_00004127	7	7	1
GC_00004128	5	7	2
GC_00004129	5	7	2
GC_00004130	6	7	2
GC_00004131	7	7	1
GC_00004132	6	7	2
GC_00004133	5	7	2
GC_00004134	7	7	1
GC_00004135	6	7	2
GC_00004136	7	7	1
GC_00004137	7	7	1
GC_00004138	6	7	2
GC_00004139	7	7	1
GC_00004140	7	7	1
GC_00004141	7	7	1
GC_00004142	5	7	2
GC_00004143	7	7	1
GC_00004144	7	7	1
GC_00004145	7	7	1
GC_00004146	6	7	2
GC_00004147	6	7	2
GC_00004148	6	7	2
GC_00004149	7	7	1
GC_00004150	6	7	2
GC_00004151	7	7	1
GC_00004152	7	7	1
GC_00004153	7	7	1
GC_00004154	7	7	1
GC_00004155	7	7	1
GC_00004156	7	7	1
GC_00004157	6	7	2
GC_00004158	7	7	1
GC_00004159	6	7	2
GC_00004160	7	7	1
GC_00004161	7	7	1
GC_00004162	7	7	1
GC_00004163	7	7	1
GC_00004164	6	7	2
GC_00004165	7	7	1
GC_00004166	7	7	1
GC_00004167	7	7	1
GC_00004168	6	7	2
GC_00004169	6	7	2
GC_00004170	7	7	1
GC_00004171	5	7	2
GC_00004172	3	7	3
GC_00004173	7	7	1
GC_00004174	7	7	1
GC_00004175	6	7	2
GC_00004176	7	7	1
GC_00004177	6	7	2
GC_00004178	2	7	6
GC_00004179	7	7	1
GC_00004180	7	7	1
GC_00004181	7	7	1
GC_00004182	7	7	1
GC_00004183	7	7	1
GC_00004184	7	7	1
GC_00004185	7	7	1
GC_00004186	7	7	1
GC_00004187	7	7	1
GC_00004188	7	7	1
GC_00004189	7	7	1
GC_00004190	7	7	1
GC_00004191	7	7	1
GC_00004192	6	7	2
GC_00004193	6	7	2
GC_00004194	7	7	1
GC_00004195	7	7	1
GC_00004196	7	7	1
GC_00004197	7	7	1
GC_00004198	6	6	1
GC_00004199	6	6	1
GC_00004200	6	6	1
GC_00004201	6	6	1
GC_00004202	6	6	1
GC_00004203	6	6	1
GC_00004204	5	6	2
GC_00004205	6	6	1
GC_00004206	6	6	1
GC_00004207	6	6	1
GC_00004208	6	6	1
GC_00004209	6	6	1
GC_00004210	6	6	1
GC_00004211	6	6	1
GC_00004212	6	6	1
GC_00004213	6	6	1
GC_00004214	5	6	2
GC_00004215	6	6	1
GC_00004216	5	6	2
GC_00004217	6	6	1
GC_00004218	6	6	1
GC_00004219	6	6	1
GC_00004220	5	6	2
GC_00004221	6	6	1
GC_00004222	6	6	1
GC_00004223	6	6	1
GC_00004224	6	6	1
GC_00004225	6	6	1
GC_00004226	6	6	1
GC_00004227	4	6	2
GC_00004228	2	6	3
GC_00004229	5	6	2
GC_00004230	4	6	2
GC_00004231	6	6	1
GC_00004232	6	6	1
GC_00004233	2	6	3
GC_00004234	6	6	1
GC_00004235	4	6	2
GC_00004236	6	6	1
GC_00004237	6	6	1
GC_00004238	6	6	1
GC_00004239	6	6	1
GC_00004240	6	6	1
GC_00004241	6	6	1
GC_00004242	6	6	1
GC_00004243	6	6	1
GC_00004244	6	6	1
GC_00004245	6	6	1
GC_00004246	6	6	1
GC_00004247	5	6	2
GC_00004248	5	6	2
GC_00004249	6	6	1
GC_00004250	6	6	1
GC_00004251	2	6	3
GC_00004252	3	6	3
GC_00004253	6	6	1
GC_00004254	6	6	1
GC_00004255	6	6	1
GC_00004256	6	6	1
GC_00004257	6	6	1
GC_00004258	4	6	2
GC_00004259	6	6	1
GC_00004260	6	6	1
GC_00004261	6	6	1
GC_00004262	6	6	1
GC_00004263	6	6	1
GC_00004264	3	6	3
GC_00004265	6	6	1
GC_00004266	6	6	1
GC_00004267	4	6	3
GC_00004268	6	6	1
GC_00004269	6	6	1
GC_00004270	6	6	1
GC_00004271	5	6	2
GC_00004272	5	6	2
GC_00004273	6	6	1
GC_00004274	6	6	1
GC_00004275	6	6	1
GC_00004276	5	6	2
GC_00004277	3	6	3
GC_00004278	5	6	2
GC_00004279	6	6	1
GC_00004280	6	6	1
GC_00004281	5	6	2
GC_00004282	6	6	1
GC_00004283	6	6	1
GC_00004284	6	6	1
GC_00004285	5	5	1
GC_00004286	5	5	1
GC_00004287	5	5	1
GC_00004288	5	5	1
GC_00004289	5	5	1
