gene_callers_id	source	accession	function	e_value
3542	KOfam	K00758	thymidine phosphorylase [EC:2.4.2.4]	5.6e-173
3542	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00983 Drug metabolism - other enzymes [PATH:ko00983]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.2  Pentosyltransferases>>>2.4.2.4  thymidine phosphorylase	0.0
3543	KOfam	K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]	1.8e-76
3543	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.2  Aldehyde-lyases>>>4.1.2.4  deoxyribose-phosphate aldolase	0.0
3545	KOfam	K03317	concentrative nucleoside transporter, CNT family	5.3e-201
3545	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport	0.0
3546	KOfam	K03424	TatD DNase family protein [EC:3.1.21.-]	2.2e-72
3546	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
3547	KOfam	K10925	MSHA pilin protein MshB	3e-44
3547	KEGG_BRITE	ko00001!!!ko02044	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]!!!Secretion system>>>Type II secretion system>>>MSHA pilus biogenesis protein	0.0
3549	KOfam	K07173	S-ribosylhomocysteine lyase [EC:4.4.1.21]	7.3e-71
3549	KEGG_Module	M00609	Cysteine biosynthesis, methionine => cysteine	0.0
3549	KEGG_Class	M00609	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	0.0
3549	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026]!!!Enzymes>>>4. Lyases>>>4.4  Carbon-sulfur lyases>>>4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)>>>4.4.1.21  S-ribosylhomocysteine lyase	0.0
3551	KOfam	K04751	nitrogen regulatory protein P-II 1	4.6e-63
3551	KOfam	K04752	nitrogen regulatory protein P-II 2	4.6e-63
3551	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]	0.0
3551	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99973 Transcription	0.0
3552	KOfam	K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	1.2e-143
3552	KEGG_Module	M00115!!!M00912	NAD biosynthesis, aspartate => quinolinate => NAD!!!NAD biosynthesis, tryptophan => quinolinate => NAD	0.0
3552	KEGG_Class	M00115!!!M00912	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
3552	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.1  NAD+ synthase (glutamine-hydrolysing)	0.0
3553	KOfam	K08084	type IV fimbrial biogenesis protein FimT	1.3e-30
3553	KEGG_BRITE	ko02044	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein	0.0
3554	KOfam	K08084	type IV fimbrial biogenesis protein FimT	4.4e-30
3554	KEGG_BRITE	ko02044	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein	0.0
3556	KOfam	K02674	type IV pilus assembly protein PilY1	1.3e-160
3556	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
3557	KOfam	K02673	type IV pilus assembly protein PilX	5.5e-17
3557	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
3558	KOfam	K02672	type IV pilus assembly protein PilW	8e-50
3558	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
3559	KOfam	K02671	type IV pilus assembly protein PilV	2.2e-34
3559	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
3560	KOfam	K02655	type IV pilus assembly protein PilE	1.3e-43
3560	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
3561	KOfam	K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	4.9e-149
3561	KEGG_Module	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	0.0
3561	KEGG_Class	M00096	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	0.0
3561	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>00900 Terpenoid backbone biosynthesis [PATH:ko00900]!!!Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.7  With an iron-sulfur protein as acceptor>>>1.17.7.4  4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	0.0
3562	KOfam	K03774	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	2.9e-68
3562	KEGG_BRITE	ko01000!!!ko03110	Enzymes>>>5. Isomerases>>>5.2  cis-trans-Isomerases>>>5.2.1  cis-trans Isomerases (only sub-subclass identified to date)>>>5.2.1.8  peptidylprolyl isomerase!!!Chaperones and folding catalysts>>>Protein folding catalysts>>>Peptidyl prolyl isomerase>>>FKBP	0.0
3563	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	1.6e-57
3563	KEGG_BRITE	ko00001!!!ko01000!!!ko01002	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.23  Aspartic endopeptidases>>>3.4.23.36  signal peptidase II!!!Peptidases and inhibitors>>>Aspartic peptidases>>>Family A8: signal peptidase II family	0.0
3564	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	0
3564	KEGG_BRITE	ko00001!!!ko01000!!!ko01007!!!ko03016!!!ko03016	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.5  isoleucine---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class I (U)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Multi-aminoacyl-tRNA synthetase complex (MSC)!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs	0.0
3565	KOfam	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	6.3e-135
3565	KEGG_Module	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	0.0
3565	KEGG_Class	M00125	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
3565	KEGG_BRITE	ko00001!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00740 Riboflavin metabolism [PATH:ko00740]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.26  riboflavin kinase!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.2  FAD synthase	0.0
3566	KOfam	K03980	putative peptidoglycan lipid II flippase	2.2e-136
3566	KEGG_BRITE	ko01011!!!ko02000	Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Flippase!!!Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
3567	KOfam	K02968	small subunit ribosomal protein S20	1.9e-34
3567	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit	0.0
3568	KOfam	K22042	ArsR family transcriptional regulator, virulence genes transcriptional regulator	5.6e-49
3568	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>ArsR family	0.0
3569	KOfam	K03717	LysR family transcriptional regulator, transcriptional activator of nhaA	3.2e-124
3569	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family	0.0
3571	KOfam	K03313	Na+:H+ antiporter, NhaA family	3.4e-160
3571	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
3572	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	2.7e-50
3572	KEGG_Module	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.0
3572	KEGG_Class	M00938	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
3572	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00670 One carbon pool by folate [PATH:ko00670]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.45  thymidylate synthase	0.0
3575	KOfam	K27604	cytidylate cyclase [EC:4.6.1.6]	1.3e-157
3575	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>4. Lyases>>>4.6  Phosphorus-oxygen lyases>>>4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)>>>4.6.1.6  cytidylate cyclase	0.0
3580	KOfam	K03746	DNA-binding protein H-NS	1.6e-25
3580	KEGG_BRITE	ko03036!!!ko03400	Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>HNS (histone-like nucleoid structuring protein)!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
3584	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	1.2e-31
3584	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.79  maltose O-acetyltransferase	0.0
3585	KOfam	K03746	DNA-binding protein H-NS	2.5e-22
3585	KEGG_BRITE	ko03036!!!ko03400	Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>HNS (histone-like nucleoid structuring protein)!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
3592	KOfam	K13381	bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	1e-183
3592	KEGG_BRITE	ko00001!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds>>>3.2.1.14  chitinase!!!Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds>>>3.2.1.17  lysozyme	0.0
3595	KOfam	K03286	OmpA-OmpF porin, OOP family	5.5e-43
3595	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Pores ion channels [TC:1]	0.0
3600	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	2.5e-128
3600	KEGG_Module	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.0
3600	KEGG_Class	M00938	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
3600	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00670 One carbon pool by folate [PATH:ko00670]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.45  thymidylate synthase	0.0
3606	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	1.1e-101
3606	KEGG_Module	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.0
3606	KEGG_Class	M00938	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
3606	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00670 One carbon pool by folate [PATH:ko00670]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.45  thymidylate synthase	0.0
3607	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	4.5e-78
3607	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.145  phosphatidylglycerol---prolipoprotein diacylglyceryl transferase	0.0
3608	KOfam	K08484	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	1.3e-283
3608	KEGG_BRITE	ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.3  Phosphotransferases with a nitrogenous group as acceptor>>>2.7.3.9  phosphoenolpyruvate---protein phosphotransferase!!!Transporters>>>Phosphotransferase system (PTS)>>>Enzyme I and HPr>>>Enzyme I [TC:8.A.7]	0.0
3609	KOfam	K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	9.5e-85
3609	KEGG_BRITE	ko00001!!!ko03019	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>Other RNA degradation factors>>>Others	0.0
3610	KOfam	K03573	DNA mismatch repair protein MutH	3.1e-104
3610	KEGG_BRITE	ko00001!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>Strand discrimination factor	0.0
3612	KOfam	K02884	large subunit ribosomal protein L19	5.8e-55
3612	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit	0.0
3613	KOfam	K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	4.5e-115
3613	KEGG_BRITE	ko01000!!!ko03016	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.228  tRNA (guanine37-N1)-methyltransferase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Methyltransferases	0.0
3614	KOfam	K02860	16S rRNA processing protein RimM	1.3e-56
3614	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>ribosomal protein modification factors	0.0
3615	KOfam	K02959	small subunit ribosomal protein S16	7e-36
3615	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit	0.0
3616	KOfam	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	1.4e-206
3616	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko02044!!!ko02044	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.5  Acting on GTP to facilitate cellular and subcellular movement>>>3.6.5.4  signal-recognition-particle GTPase!!!Secretion system>>>Sec (secretion) system>>>Prokaryotic Sec-SRP core components!!!Secretion system>>>Sec (secretion) system>>>Eukaryotic Sec-SRP protein	0.0
3618	KOfam	K03699	magnesium and cobalt exporter, CNNM family	1.2e-115
3618	KEGG_BRITE	ko02000!!!ko02042	Transporters>>>Other transporters>>>Pores ion channels [TC:1]!!!Bacterial toxins>>>Type II toxins: Membrane damaging toxins>>>Pore-forming toxins, Other	0.0
3619	KOfam	K13771	Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor	1.1e-58
3619	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>Rrf2 family	0.0
3620	KOfam	K05916	nitric oxide dioxygenase [EC:1.14.12.17]	1e-171
3620	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen>>>1.14.12  With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor>>>1.14.12.17  nitric oxide dioxygenase	0.0
3621	KOfam	K21217	sodium-type polar flagellar protein MotX	7.6e-102
3621	KEGG_BRITE	ko00001!!!ko02000!!!ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]!!!Transporters>>>Other transporters>>>Pores ion channels [TC:1]!!!Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>H and T rings	0.0
3623	KOfam	K09998	arginine transport system permease protein	1.3e-100
3623	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Arginine transporter	0.0
3624	KOfam	K09999	arginine transport system permease protein	1.1e-99
3624	KOfam	K02029	polar amino acid transport system permease protein	1e-62
3624	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Arginine transporter	0.0
3624	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Putative polar amino acid transporter	0.0
3625	KOfam	K02030	polar amino acid transport system substrate-binding protein	9.7e-51
3625	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Putative polar amino acid transporter	0.0
3626	KOfam	K10000	arginine transport system ATP-binding protein [EC:7.4.2.1]	4e-116
3626	KEGG_BRITE	ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Enzymes>>>7. Translocases>>>7.4  Catalysing the translocation of amino acids and peptides>>>7.4.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.4.2.1  ABC-type polar-amino-acid transporter!!!Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Arginine transporter	0.0
3627	KOfam	K03402	transcriptional regulator of arginine metabolism	4.2e-50
3627	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others	0.0
3628	KOfam	K07223	porphyrinogen peroxidase [EC:1.11.1.-]	2.9e-104
3628	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
3630	KOfam	K02011	iron(III) transport system permease protein	1.5e-127
3630	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Iron(III) transporter	0.0
3631	KOfam	K02012	iron(III) transport system substrate-binding protein	2.8e-80
3631	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Iron(III) transporter	0.0
3632	KOfam	K04751	nitrogen regulatory protein P-II 1	9.1e-59
3632	KOfam	K04752	nitrogen regulatory protein P-II 2	8.5e-66
3632	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]	0.0
3632	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99973 Transcription	0.0
3633	KOfam	K15034	ribosome-associated protein	1.1e-53
3633	KEGG_BRITE	ko03012	Translation factors>>>Prokaryotic type>>>Release factors	0.0
3634	KOfam	K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	8.8e-62
3634	KEGG_BRITE	ko01000!!!ko03400!!!ko03400	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.63  methylated-DNA---[protein]-cysteine S-methyltransferase!!!DNA repair and recombination proteins>>>Eukaryotic type>>>SSBR (single strand breaks repair)>>>Direct repair!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>Direct repair	0.0
3636	KOfam	K09861	uncharacterized protein	5.4e-85
3636	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
3637	KOfam	K02670	twitching motility protein PilU	7e-175
3637	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Twitching motility proteins	0.0
3638	KOfam	K02669	twitching motility protein PilT	1e-175
3638	KEGG_BRITE	ko02044!!!ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Secretion system>>>Type II secretion system>>>Type IVa pilus homolog protein!!!Bacterial motility proteins>>>Pilus system>>>Twitching motility proteins	0.0
3639	KOfam	K06997	PLP dependent protein	5e-94
3639	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99985 Amino acid metabolism	0.0
3640	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	6.6e-84
3640	KEGG_Module	M00015!!!M00972	Proline biosynthesis, glutamate => proline!!!Proline metabolism	0.0
3640	KEGG_Class	M00015!!!M00972	Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism	0.0
3640	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00330 Arginine and proline metabolism [PATH:ko00330]!!!Enzymes>>>1. Oxidoreductases>>>1.5  Acting on the CH-NH group of donors>>>1.5.1  With NAD+ or NADP+ as acceptor>>>1.5.1.2  pyrroline-5-carboxylate reductase	0.0
3641	KOfam	K02221	YggT family protein	1.2e-37
3641	KEGG_BRITE	ko02044	Secretion system>>>Type II secretion system>>>Type IVa pilus homolog protein	0.0
3642	KOfam	K09131	uncharacterized protein	1.4e-24
3642	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
