enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K10778	KMM366	KMM366	2347	c_1	None	AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]	None
K10022	KMM366	KMM366	2553	c_1	None	arginine/ornithine transport system substrate-binding protein	None
K10022	KMM366	KMM366	2557	c_1	None	arginine/ornithine transport system substrate-binding protein	None
K10023	KMM366	KMM366	2551	c_1	None	arginine/ornithine transport system permease protein	None
K06899	KMM366	KMM366	2572	c_1	None	nucleoid-associated protein	None
K06872	KMM366	KMM366	2449	c_1	None	uncharacterized protein	None
K19577	KMM366	KMM366	2616	c_1	None	MFS transporter, DHA1 family, inner membrane transport protein	None
K01338	KMM366	KMM366	2327	c_1	None	ATP-dependent Lon protease [EC:3.4.21.53]	None
K12542	KMM366	KMM366	2514	c_1	None	membrane fusion protein, adhesin transport system	None
K11922	KMM366	KMM366	2355	c_1	None	GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor	None
K00813	KMM366	KMM366	2596	c_1	None	aspartate aminotransferase [EC:2.6.1.1]	None
K12942	KMM366	KMM366	2432	c_1	None	aminobenzoyl-glutamate transport protein	None
K06076	KMM366	KMM366	2136	c_1	None	long-chain fatty acid transport protein	None
K06076	KMM366	KMM366	2135	c_1	None	long-chain fatty acid transport protein	None
K06076	KMM366	KMM366	2743	c_1	None	long-chain fatty acid transport protein	None
K02238	KMM366	KMM366	2593	c_1	None	competence protein ComEC	None
K04488	KMM366	KMM366	2488	c_1	None	nitrogen fixation protein NifU and related proteins	None
K11085	KMM366	KMM366	2592	c_1	None	ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]	None
K11734	KMM366	KMM366	2581	c_1	None	aromatic amino acid transport protein AroP	None
K05812	KMM366	KMM366	2417	c_1	None	tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]	None
K05812	KMM366	KMM366	1799	c_1	None	tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]	None
K07793	KMM366	KMM366	2544	c_1	None	putative tricarboxylic transport membrane protein	None
K07787	KMM366	KMM366	2746	c_1	None	copper/silver efflux system protein	None
K03522	KMM366	KMM366	2367	c_1	None	electron transfer flavoprotein alpha subunit	None
K00995	KMM366	KMM366	2586	c_1	None	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	None
K01876	KMM366	KMM366	2691	c_1	None	aspartyl-tRNA synthetase [EC:6.1.1.12]	None
K21218	KMM366	KMM366	2648	c_1	None	sodium-type flagellar protein MotY	None
K03734	KMM366	KMM366	986	c_1	None	FAD:protein FMN transferase [EC:2.7.1.180]	None
K03734	KMM366	KMM366	2735	c_1	None	FAD:protein FMN transferase [EC:2.7.1.180]	None
K04072	KMM366	KMM366	2683	c_1	None	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	None
K07751	KMM366	KMM366	2482	c_1	None	PepB aminopeptidase [EC:3.4.11.23]	None
K07751	KMM366	KMM366	2483	c_1	None	PepB aminopeptidase [EC:3.4.11.23]	None
K15396	KMM366	KMM366	2491	c_1	None	tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]	None
K09807	KMM366	KMM366	2508	c_1	None	uncharacterized protein	None
K06077	KMM366	KMM366	3792	c_1	None	outer membrane lipoprotein SlyB	None
K06077	KMM366	KMM366	1914	c_1	None	outer membrane lipoprotein SlyB	None
K06077	KMM366	KMM366	2395	c_1	None	outer membrane lipoprotein SlyB	None
K03694	KMM366	KMM366	2399	c_1	None	ATP-dependent Clp protease ATP-binding subunit ClpA	None
K07394	KMM366	KMM366	2359	c_1	None	SM-20-related protein	None
K07814	KMM366	KMM366	2753	c_1	None	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	None
K07814	KMM366	KMM366	658	c_1	None	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	None
K07814	KMM366	KMM366	1286	c_1	None	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	None
K07814	KMM366	KMM366	1199	c_1	None	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	None
K07182	KMM366	KMM366	2256	c_1	None	CBS domain-containing protein	None
K03284	KMM366	KMM366	2370	c_1	None	magnesium transporter	None
K03521	KMM366	KMM366	2368	c_1	None	electron transfer flavoprotein beta subunit	None
K01875	KMM366	KMM366	2386	c_1	None	seryl-tRNA synthetase [EC:6.1.1.11]	None
K03723	KMM366	KMM366	2337	c_1	None	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	None
K07034	KMM366	KMM366	2248	c_1	None	acetate uptake transporter family protein	None
K00773	KMM366	KMM366	2503	c_1	None	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	None
K09794	KMM366	KMM366	2729	c_1	None	uncharacterized protein	None
K02945	KMM366	KMM366	2423	c_1	None	small subunit ribosomal protein S1	None
K06074	KMM366	KMM366	2668	c_1	None	vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]	None
K21420	KMM366	KMM366	2397	c_1	None	leucyl-tRNA---protein transferase [EC:2.3.2.29]	None
K23541	KMM366	KMM366	2526	c_1	None	Ca2+/H+ antiporter, TMEM165/GDT1 family	None
K08713	KMM366	KMM366	2737	c_1	None	potassium channel LctB	None
K15583	KMM366	KMM366	2678	c_1	None	oligopeptide transport system ATP-binding protein	None
K13643	KMM366	KMM366	2490	c_1	None	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	None
K02028	KMM366	KMM366	2554	c_1	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K02028	KMM366	KMM366	2443	c_1	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K02028	KMM366	KMM366	1508	c_1	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K07795	KMM366	KMM366	2542	c_1	None	putative tricarboxylic transport membrane protein	None
K03530	KMM366	KMM366	3532	c_1	None	DNA-binding protein HU-beta	None
K03530	KMM366	KMM366	2326	c_1	None	DNA-binding protein HU-beta	None
K07568	KMM366	KMM366	2504	c_1	None	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	None
K10773	KMM366	KMM366	2646	c_1	None	endonuclease III [EC:3.2.2.- 4.2.99.18]	None
K14059	KMM366	KMM366	2323	c_1	None	integrase	None
K09791	KMM366	KMM366	2590	c_1	None	uncharacterized protein	None
K00945	KMM366	KMM366	2424	c_1	None	CMP/dCMP kinase [EC:2.7.4.25]	None
K07794	KMM366	KMM366	2543	c_1	None	putative tricarboxylic transport membrane protein	None
K09975	KMM366	KMM366	2733	c_1	None	uncharacterized protein	None
K08276	KMM366	KMM366	2600	c_1	None	ecotin	None
K07810	KMM366	KMM366	2747	c_1	None	Cu(I)/Ag(I) efflux system periplasmic protein CusF	None
K28165	KMM366	KMM366	2418	c_1	None	rhombosortase	None
K15582	KMM366	KMM366	2679	c_1	None	oligopeptide transport system permease protein	None
K13695	KMM366	KMM366	2701	c_1	None	probable lipoprotein NlpC	None
K19804	KMM366	KMM366	2420	c_1	None	lipopolysaccharide assembly protein B	None
K06073	KMM366	KMM366	2670	c_1	None	vitamin B12 transport system permease protein	None
K15580	KMM366	KMM366	2681	c_1	None	oligopeptide transport system substrate-binding protein	None
K15580	KMM366	KMM366	2339	c_1	None	oligopeptide transport system substrate-binding protein	None
K15580	KMM366	KMM366	1462	c_1	None	oligopeptide transport system substrate-binding protein	None
K15580	KMM366	KMM366	582	c_1	None	oligopeptide transport system substrate-binding protein	None
K03321	KMM366	KMM366	1682	c_1	None	sulfate permease, SulP family	None
K03321	KMM366	KMM366	2726	c_1	None	sulfate permease, SulP family	None
K05803	KMM366	KMM366	2498	c_1	None	lipoprotein NlpI	None
K07027	KMM366	KMM366	2406	c_1	None	glycosyltransferase 2 family protein	None
K06891	KMM366	KMM366	2400	c_1	None	ATP-dependent Clp protease adaptor protein ClpS	None
K03719	KMM366	KMM366	626	c_1	None	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	None
K03719	KMM366	KMM366	3739	c_1	None	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	None
K03719	KMM366	KMM366	2391	c_1	None	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	None
K09962	KMM366	KMM366	2725	c_1	None	uncharacterized protein	None
K18927	KMM366	KMM366	2434	c_1	None	LysR family transcriptional regulator, L-lactate utilization regulator	None
K15581	KMM366	KMM366	2680	c_1	None	oligopeptide transport system permease protein	None
K28370	KMM366	KMM366	2555	c_1	None	lysine exporter	None
K08992	KMM366	KMM366	2421	c_1	None	lipopolysaccharide assembly protein A	None
K00316	KMM366	KMM366	2715	c_1	None	spermidine dehydrogenase [EC:1.5.99.6]	None
K10111	KMM366	KMM366	2568	c_1	None	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	None
K07451	KMM366	KMM366	2639	c_1	None	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	None
K15257	KMM366	KMM366	2695	c_1	None	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	None
K09904	KMM366	KMM366	2573	c_1	None	uncharacterized protein	None
K15256	KMM366	KMM366	2694	c_1	None	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	None
K15524	KMM366	KMM366	2357	c_1	None	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]	None
K06996	KMM366	KMM366	2612	c_1	None	uncharacterized protein	None
K01753	KMM366	KMM366	2705	c_1	None	D-serine dehydratase [EC:4.3.1.18]	None
K10110	KMM366	KMM366	2569	c_1	None	maltose/maltodextrin transport system permease protein	None
K07478	KMM366	KMM366	2388	c_1	None	putative ATPase	None
K06941	KMM366	KMM366	2480	c_1	None	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	None
K03634	KMM366	KMM366	897	c_1	None	outer membrane lipoprotein carrier protein	None
K03634	KMM366	KMM366	2389	c_1	None	outer membrane lipoprotein carrier protein	None
K03387	KMM366	KMM366	2507	c_1	None	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	None
K07136	KMM366	KMM366	2380	c_1	None	uncharacterized protein	None
K07136	KMM366	KMM366	2103	c_1	None	uncharacterized protein	None
K18189	KMM366	KMM366	2690	c_1	None	translational activator of cytochrome c oxidase 1	None
K04749	KMM366	KMM366	2225	c_1	None	anti-sigma B factor antagonist	None
K04749	KMM366	KMM366	3335	c_1	None	anti-sigma B factor antagonist	None
K01142	KMM366	KMM366	2738	c_1	None	exodeoxyribonuclease III [EC:3.1.11.2]	None
K25590	KMM366	KMM366	2216	c_1	None	protein tyrosine kinase modulator	None
K09907	KMM366	KMM366	2429	c_1	None	uncharacterized protein	None
K02073	KMM366	KMM366	807	c_1	None	D-methionine transport system substrate-binding protein	None
K02073	KMM366	KMM366	2575	c_1	None	D-methionine transport system substrate-binding protein	None
K03386	KMM366	KMM366	2699	c_1	None	peroxiredoxin 2/4 [EC:1.11.1.24]	None
K00857	KMM366	KMM366	2410	c_1	None	thymidine kinase [EC:2.7.1.21]	None
K07090	KMM366	KMM366	1800	c_1	None	uncharacterized protein	None
K07090	KMM366	KMM366	2233	c_1	None	uncharacterized protein	None
K07090	KMM366	KMM366	915	c_1	None	uncharacterized protein	None
K01185	KMM366	KMM366	2284	c_1	None	lysozyme [EC:3.2.1.17]	None
K01620	KMM366	KMM366	2437	c_1	None	threonine aldolase [EC:4.1.2.48]	None
K04758	KMM366	KMM366	2524	c_1	None	ferrous iron transport protein A	None
K00265	KMM366	KMM366	2517	c_1	None	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	None
K04759	KMM366	KMM366	2523	c_1	None	ferrous iron transport protein B	None
K00259	KMM366	KMM366	2392	c_1	None	alanine dehydrogenase [EC:1.4.1.1]	None
K03744	KMM366	KMM366	2448	c_1	None	LemA protein	None
K03977	KMM366	KMM366	2473	c_1	None	GTPase	None
K02670	KMM366	KMM366	2673	c_1	None	twitching motility protein PilU	None
K02670	KMM366	KMM366	3637	c_1	None	twitching motility protein PilU	None
K01423	KMM366	KMM366	1136	c_1	None	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	None
K01423	KMM366	KMM366	2562	c_1	None	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	None
K00311	KMM366	KMM366	2369	c_1	None	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	None
K00111	KMM366	KMM366	2602	c_1	None	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	None
K00111	KMM366	KMM366	1795	c_1	None	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	None
K09928	KMM366	KMM366	2594	c_1	None	uncharacterized protein	None
K09928	KMM366	KMM366	2595	c_1	None	uncharacterized protein	None
K19285	KMM366	KMM366	2431	c_1	None	FMN reductase (NADPH) [EC:1.5.1.38]	None
K03544	KMM366	KMM366	2328	c_1	None	ATP-dependent Clp protease ATP-binding subunit ClpX	None
K06158	KMM366	KMM366	2324	c_1	None	ATP-binding cassette, subfamily F, member 3	None
K06158	KMM366	KMM366	709	c_1	None	ATP-binding cassette, subfamily F, member 3	None
K00266	KMM366	KMM366	1384	c_1	None	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	None
K00266	KMM366	KMM366	2518	c_1	None	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	None
K03545	KMM366	KMM366	2330	c_1	None	trigger factor	None
K09929	KMM366	KMM366	2619	c_1	None	uncharacterized protein	None
K09915	KMM366	KMM366	2732	c_1	None	uncharacterized protein	None
K00892	KMM366	KMM366	2379	c_1	None	inosine kinase [EC:2.7.1.73]	None
K13636	KMM366	KMM366	2703	c_1	None	LysR family transcriptional regulator, D-serine deaminase activator	None
K11206	KMM366	KMM366	3831	c_1	None	deaminated glutathione amidase [EC:3.5.1.128]	None
K03602	KMM366	KMM366	3361	c_1	None	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	None
K02939	KMM366	KMM366	3526	c_1	None	large subunit ribosomal protein L9	None
K12280	KMM366	KMM366	3852	c_1	None	MSHA biogenesis protein MshJ	None
K09893	KMM366	KMM366	3402	c_1	None	regulator of ribonuclease activity B	None
K05844	KMM366	KMM366	3815	c_1	None	ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	None
K05878	KMM366	KMM366	3775	c_1	None	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	None
K07289	KMM366	KMM366	3462	c_1	None	AsmA protein	None
K03789	KMM366	KMM366	3514	c_1	None	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	None
K03789	KMM366	KMM366	3733	c_1	None	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	None
K03789	KMM366	KMM366	3791	c_1	None	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	None
K03762	KMM366	KMM366	3827	c_1	None	MFS transporter, MHS family, proline/betaine transporter	None
K07263	KMM366	KMM366	3518	c_1	None	zinc protease [EC:3.4.24.-]	None
K03788	KMM366	KMM366	3825	c_1	None	acid phosphatase (class B) [EC:3.1.3.2]	None
K05879	KMM366	KMM366	3776	c_1	None	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	None
K02079	KMM366	KMM366	3419	c_1	None	N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.-]	None
K12281	KMM366	KMM366	3851	c_1	None	MSHA biogenesis protein MshK	None
K12283	KMM366	KMM366	3849	c_1	None	MSHA biogenesis protein MshM	None
K13638	KMM366	KMM366	3492	c_1	None	MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA	None
K09890	KMM366	KMM366	3493	c_1	None	alternative ribosome-rescue factor	None
K02655	KMM366	KMM366	3560	c_1	None	type IV pilus assembly protein PilE	None
K02655	KMM366	KMM366	3325	c_1	None	type IV pilus assembly protein PilE	None
K08344	KMM366	KMM366	3668	c_1	None	suppressor for copper-sensitivity B	None
K02669	KMM366	KMM366	3638	c_1	None	twitching motility protein PilT	None
K07275	KMM366	KMM366	3757	c_1	None	outer membrane protein	None
K03774	KMM366	KMM366	3562	c_1	None	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	None
K03748	KMM366	KMM366	3718	c_1	None	SanA protein	None
K07738	KMM366	KMM366	3375	c_1	None	transcriptional repressor NrdR	None
K09891	KMM366	KMM366	3648	c_1	None	uncharacterized protein	None
K12282	KMM366	KMM366	3850	c_1	None	MSHA biogenesis protein MshL	None
K18234	KMM366	KMM366	3800	c_1	None	virginiamycin A acetyltransferase [EC:2.3.1.-]	None
K12286	KMM366	KMM366	3840	c_1	None	MSHA biogenesis protein MshP	None
K02081	KMM366	KMM366	3412	c_1	None	DeoR family transcriptional regulator, aga operon transcriptional repressor	None
K19304	KMM366	KMM366	3192	c_1	None	murein DD-endopeptidase [EC:3.4.24.-]	None
K19304	KMM366	KMM366	3650	c_1	None	murein DD-endopeptidase [EC:3.4.24.-]	None
K19304	KMM366	KMM366	1074	c_1	None	murein DD-endopeptidase [EC:3.4.24.-]	None
K09117	KMM366	KMM366	3474	c_1	None	uncharacterized protein	None
K02687	KMM366	KMM366	3398	c_1	None	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	None
K05881	KMM366	KMM366	3777	c_1	None	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	None
K03980	KMM366	KMM366	3566	c_1	None	putative peptidoglycan lipid II flippase	None
K04751	KMM366	KMM366	3632	c_1	None	nitrogen regulatory protein P-II 1	None
K04751	KMM366	KMM366	3551	c_1	None	nitrogen regulatory protein P-II 1	None
K06190	KMM366	KMM366	3409	c_1	None	intracellular septation protein	None
K27604	KMM366	KMM366	3575	c_1	None	cytidylate cyclase [EC:4.6.1.6]	None
K05880	KMM366	KMM366	3779	c_1	None	transcriptional activator for dhaKLM operon	None
K03573	KMM366	KMM366	3610	c_1	None	DNA mismatch repair protein MutH	None
K03598	KMM366	KMM366	3430	c_1	None	sigma-E factor negative regulatory protein RseB	None
K07113	KMM366	KMM366	3469	c_1	None	UPF0716 protein FxsA	None
K12278	KMM366	KMM366	3846	c_1	None	MSHA biogenesis protein MshG	None
K12287	KMM366	KMM366	3839	c_1	None	MSHA biogenesis protein MshQ	None
K03177	KMM366	KMM366	3345	c_1	None	tRNA pseudouridine55 synthase [EC:5.4.99.25]	None
K14392	KMM366	KMM366	3394	c_1	None	sodium/pantothenate symporter	None
K07461	KMM366	KMM366	3662	c_1	None	putative endonuclease	None
K02519	KMM366	KMM366	3347	c_1	None	translation initiation factor IF-2	None
K02082	KMM366	KMM366	3414	c_1	None	D-galactosamine 6-phosphate deaminase/isomerase [EC:3.5.99.-]	None
K12285	KMM366	KMM366	3841	c_1	None	MSHA biogenesis protein MshO	None
K03411	KMM366	KMM366	3341	c_1	None	chemotaxis protein CheD [EC:3.5.1.44]	None
K02860	KMM366	KMM366	3614	c_1	None	16S rRNA processing protein RimM	None
K03571	KMM366	KMM366	3836	c_1	None	rod shape-determining protein MreD	None
K03798	KMM366	KMM366	3354	c_1	None	cell division protease FtsH [EC:3.4.24.-]	None
K04752	KMM366	KMM366	3632	c_1	None	nitrogen regulatory protein P-II 2	None
K04752	KMM366	KMM366	3551	c_1	None	nitrogen regulatory protein P-II 2	None
K03969	KMM366	KMM366	1712	c_1	None	phage shock protein A	None
K03969	KMM366	KMM366	3665	c_1	None	phage shock protein A	None
K03570	KMM366	KMM366	3837	c_1	None	rod shape-determining protein MreC	None
K09920	KMM366	KMM366	3690	c_1	None	uncharacterized protein	None
K12284	KMM366	KMM366	3848	c_1	None	MSHA biogenesis protein MshN	None
K02621	KMM366	KMM366	3682	c_1	None	topoisomerase IV subunit A [EC:5.6.2.2]	None
K09748	KMM366	KMM366	3349	c_1	None	ribosome maturation factor RimP	None
K22042	KMM366	KMM366	3568	c_1	None	ArsR family transcriptional regulator, virulence genes transcriptional regulator	None
K22042	KMM366	KMM366	1334	c_1	None	ArsR family transcriptional regulator, virulence genes transcriptional regulator	None
K03926	KMM366	KMM366	3440	c_1	None	periplasmic divalent cation tolerance protein	None
K03701	KMM366	KMM366	3759	c_1	None	excinuclease ABC subunit A	None
K02344	KMM366	KMM366	3513	c_1	None	DNA polymerase III subunit psi [EC:2.7.7.7]	None
K04084	KMM366	KMM366	3441	c_1	None	thioredoxin:protein disulfide reductase [EC:1.8.4.16]	None
K09749	KMM366	KMM366	3744	c_1	None	uncharacterized protein	None
K00962	KMM366	KMM366	3343	c_1	None	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	None
K03106	KMM366	KMM366	3616	c_1	None	signal recognition particle subunit SRP54 [EC:3.6.5.4]	None
K08084	KMM366	KMM366	3553	c_1	None	type IV fimbrial biogenesis protein FimT	None
K08084	KMM366	KMM366	3554	c_1	None	type IV fimbrial biogenesis protein FimT	None
K08084	KMM366	KMM366	3324	c_1	None	type IV fimbrial biogenesis protein FimT	None
K06901	KMM366	KMM366	862	c_1	None	adenine/guanine/hypoxanthine permease	None
K06901	KMM366	KMM366	1910	c_1	None	adenine/guanine/hypoxanthine permease	None
K06901	KMM366	KMM366	3774	c_1	None	adenine/guanine/hypoxanthine permease	None
K02959	KMM366	KMM366	3615	c_1	None	small subunit ribosomal protein S16	None
K09159	KMM366	KMM366	3435	c_1	None	antitoxin CptB	None
K02622	KMM366	KMM366	3683	c_1	None	topoisomerase IV subunit B [EC:5.6.2.2]	None
K07000	KMM366	KMM366	3688	c_1	None	uncharacterized protein	None
K07000	KMM366	KMM366	1548	c_1	None	uncharacterized protein	None
K00009	KMM366	KMM366	3696	c_1	None	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	None
K07772	KMM366	KMM366	3382	c_1	None	two-component system, OmpR family, torCAD operon response regulator TorR	None
K25706	KMM366	KMM366	3472	c_1	None	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]	None
K04078	KMM366	KMM366	3467	c_1	None	chaperonin GroES	None
K03924	KMM366	KMM366	3512	c_1	None	MoxR-like ATPase [EC:3.6.3.-]	None
K03924	KMM366	KMM366	2146	c_1	None	MoxR-like ATPase [EC:3.6.3.-]	None
K03924	KMM366	KMM366	1054	c_1	None	MoxR-like ATPase [EC:3.6.3.-]	None
K03924	KMM366	KMM366	2127	c_1	None	MoxR-like ATPase [EC:3.6.3.-]	None
K02192	KMM366	KMM366	3725	c_1	None	bacterioferritin-associated ferredoxin	None
K03307	KMM366	KMM366	3394	c_1	None	solute:Na+ symporter, SSS family	None
K03307	KMM366	KMM366	723	c_1	None	solute:Na+ symporter, SSS family	None
K03313	KMM366	KMM366	3571	c_1	None	Na+:H+ antiporter, NhaA family	None
K01262	KMM366	KMM366	3788	c_1	None	Xaa-Pro aminopeptidase [EC:3.4.11.9]	None
K02970	KMM366	KMM366	3473	c_1	None	small subunit ribosomal protein S21	None
K11930	KMM366	KMM366	3380	c_1	None	periplasmic protein TorT	None
K03111	KMM366	KMM366	3768	c_1	None	single-strand DNA-binding protein	None
K03101	KMM366	KMM366	3563	c_1	None	signal peptidase II [EC:3.4.23.36]	None
K01299	KMM366	KMM366	3319	c_1	None	carboxypeptidase Taq [EC:3.4.17.19]	None
K03317	KMM366	KMM366	1256	c_1	None	concentrative nucleoside transporter, CNT family	None
K03317	KMM366	KMM366	3545	c_1	None	concentrative nucleoside transporter, CNT family	None
K03317	KMM366	KMM366	3644	c_1	None	concentrative nucleoside transporter, CNT family	None
K02747	KMM366	KMM366	3417	c_1	None	N-acetylgalactosamine PTS system EIID component	None
K02800	KMM366	KMM366	3695	c_1	None	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	None
K21217	KMM366	KMM366	3621	c_1	None	sodium-type polar flagellar protein MotX	None
K04083	KMM366	KMM366	3785	c_1	None	molecular chaperone Hsp33	None
K03075	KMM366	KMM366	3350	c_1	None	preprotein translocase subunit SecG	None
K00554	KMM366	KMM366	3613	c_1	None	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	None
K13529	KMM366	KMM366	3326	c_1	None	AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	None
K07574	KMM366	KMM366	3356	c_1	None	RNA-binding protein	None
K07038	KMM366	KMM366	3704	c_1	None	inner membrane protein	None
K07038	KMM366	KMM366	1260	c_1	None	inner membrane protein	None
K05820	KMM366	KMM366	3304	c_1	None	MFS transporter, PPP family, 3-phenylpropionic acid transporter	None
K04337	KMM366	KMM366	3765	c_1	None	curli production assembly/transport component CsgE	None
K02746	KMM366	KMM366	3416	c_1	None	N-acetylgalactosamine PTS system EIIC component	None
K01515	KMM366	KMM366	3691	c_1	None	ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]	None
K03316	KMM366	KMM366	3817	c_1	None	Na+:H+ antiporter	None
K03100	KMM366	KMM366	3427	c_1	None	signal peptidase I [EC:3.4.21.89]	None
K12972	KMM366	KMM366	3649	c_1	None	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	None
K02963	KMM366	KMM366	3527	c_1	None	small subunit ribosomal protein S18	None
K06287	KMM366	KMM366	3835	c_1	None	nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]	None
K02744	KMM366	KMM366	3418	c_1	None	N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]	None
K04335	KMM366	KMM366	3762	c_1	None	minor curlin subunit	None
K08484	KMM366	KMM366	3608	c_1	None	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	None
K02427	KMM366	KMM366	3355	c_1	None	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	None
K01674	KMM366	KMM366	3399	c_1	None	carbonic anhydrase [EC:4.2.1.1]	None
K04334	KMM366	KMM366	3761	c_1	None	major curlin subunit	None
K02745	KMM366	KMM366	3415	c_1	None	N-acetylgalactosamine PTS system EIIB component [EC:2.7.1.-]	None
K04485	KMM366	KMM366	3535	c_1	None	DNA repair protein RadA/Sms	None
K00344	KMM366	KMM366	3520	c_1	None	NADPH:quinone reductase [EC:1.6.5.5]	None
K00344	KMM366	KMM366	1067	c_1	None	NADPH:quinone reductase [EC:1.6.5.5]	None
K00344	KMM366	KMM366	3397	c_1	None	NADPH:quinone reductase [EC:1.6.5.5]	None
K02221	KMM366	KMM366	3641	c_1	None	YggT family protein	None
K02562	KMM366	KMM366	3697	c_1	None	mannitol operon repressor	None
K23779	KMM366	KMM366	3750	c_1	None	XRE family transcriptional regulator, regulator of sulfur utilization	None
K05782	KMM366	KMM366	3751	c_1	None	benzoate membrane transport protein	None
K02012	KMM366	KMM366	1777	c_1	None	iron(III) transport system substrate-binding protein	None
K02012	KMM366	KMM366	3631	c_1	None	iron(III) transport system substrate-binding protein	None
K02990	KMM366	KMM366	3528	c_1	None	small subunit ribosomal protein S6	None
K09999	KMM366	KMM366	3624	c_1	None	arginine transport system permease protein	None
K02600	KMM366	KMM366	3348	c_1	None	transcription termination/antitermination protein NusA	None
K08311	KMM366	KMM366	3609	c_1	None	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	None
K00567	KMM366	KMM366	3634	c_1	None	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	None
K00567	KMM366	KMM366	3327	c_1	None	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	None
K07552	KMM366	KMM366	3496	c_1	None	MFS transporter, DHA1 family, multidrug resistance protein	None
K07552	KMM366	KMM366	1672	c_1	None	MFS transporter, DHA1 family, multidrug resistance protein	None
